name,datetime,Temperature,Dew,Humidity,Rainfall,preciptype,windspeed,winddir,Pressure,cloudcover,visibility
kalyani,2018-04-18,28.9,24.2,77,0,,25.9,176.7,1006.6,47.7,3.8
kalyani,2018-04-19,31.2,25.4,72.9,0,,29.5,189.2,1004.7,41.3,4.1
kalyani,2018-04-20,31.7,26.3,73.8,0,,27.7,187.5,1004.8,56.8,4.1
kalyani,2018-04-21,30.8,25.3,73.5,1.001,rain,33.5,184.4,1004.3,66.8,4
kalyani,2018-04-22,29.3,25.1,78.7,8.332,rain,27.7,182.9,1005.8,61,3.6
kalyani,2018-04-23,31.4,25.8,73.4,0.334,rain,14.8,179.4,1006.7,64.1,3.6
kalyani,2018-04-24,31.3,23.2,65.8,0,,25.9,181.8,1006.2,32,3.8
kalyani,2018-04-25,31.5,25.4,71.5,0,,24.1,166.2,1005,37.1,3.9
kalyani,2018-04-26,29.3,22.4,67.7,10.005,rain,46.4,166.2,1006.3,65.1,3.8
kalyani,2018-04-27,28.3,20,61.8,1.001,rain,24.1,121.5,1008.2,37.1,4.2
kalyani,2018-04-28,28.9,20.8,63,0.133,rain,18.4,167.8,1007.4,49.7,3.9
kalyani,2018-04-29,30.8,23.7,68.1,0,,24.1,165.5,1005,51.3,3.4
kalyani,2018-04-30,26.8,23.2,81.3,3.002,rain,37.1,123.8,1005.7,62.6,3.3
kalyani,2018-05-01,27.9,23,76,16.662,rain,18.4,114.8,1006.6,56.3,3.4
kalyani,2018-05-02,28.1,22.9,74.5,0,,29.5,130.4,1007.2,46.3,3.6
kalyani,2018-05-03,28.5,22.5,71.3,0,,16.6,149.2,1008.1,53,3.4
kalyani,2018-05-04,30,24.5,73.5,0,,22.3,192.5,1006.9,53.5,3.7
kalyani,2018-05-05,31.1,25.7,74.1,0,,29.5,185.4,1006.1,49.4,3.8
kalyani,2018-05-06,31,25.6,73.8,0,,29.5,184.3,1005.9,44.6,3.9
kalyani,2018-05-07,31.2,26.5,77,0,,33.5,183.5,1003.7,59.6,3.8
kalyani,2018-05-08,31.1,25.8,74.3,0,,29.5,183.9,1002.8,39.8,3.9
kalyani,2018-05-09,32.1,26.7,74.4,0,,27.7,187,1004.4,51,3.7
kalyani,2018-05-10,29.9,25.3,77.3,0,,18.4,144.1,1007.2,60.6,3.6
kalyani,2018-05-11,29.5,23.9,74.5,0.833,rain,48.2,183.1,1005.6,63.8,3.6
kalyani,2018-05-12,27.6,23.6,80,0,,16.6,113,1006.3,42.3,3.3
kalyani,2018-05-13,26.7,23.7,84.8,32.664,rain,24.3,158.6,1005.5,68.2,3.2
kalyani,2018-05-14,28,22.4,73.1,0,,14.8,264.7,1007.2,44.3,3.8
kalyani,2018-05-15,29.9,24.3,73.1,0,,25.9,182,1005.2,37.1,3.7
kalyani,2018-05-16,26.4,23.2,83,2.335,rain,27.7,141.6,1004,70.7,3.2
kalyani,2018-05-17,28.1,22.4,73.4,0,,16.6,181.7,1004.2,36.6,3.7
kalyani,2018-05-18,28.2,24.7,82.2,7.004,rain,27.7,195.1,1002.8,58.7,3.5
kalyani,2018-05-19,29.7,23.9,72.9,0,,22.3,172,1002.9,37.8,3.6
kalyani,2018-05-20,30,26,80.1,0,,20.5,165.1,1003.7,62.7,3.2
kalyani,2018-05-21,30.6,24.8,72.7,2,rain,20.5,188.2,1003.7,43,3.9
kalyani,2018-05-22,29.1,26,84.2,0.667,rain,27.7,170.3,1003.8,64.9,3.3
kalyani,2018-05-23,27.5,24.7,84.8,0,,25.9,168.3,1004.1,56.8,3.4
kalyani,2018-05-24,30.4,25.7,77.4,0,,35.3,186.7,1003,58.5,4
kalyani,2018-05-25,30.7,26.1,77.7,0,,35.3,187.5,1002.8,52.4,3.9
kalyani,2018-05-26,31.3,26.6,76.9,0,,29.5,181.5,1002.9,49.5,4.1
kalyani,2018-05-27,31.3,25.5,73.3,0,,25.9,181.3,1003.2,34.4,3.9
kalyani,2018-05-28,31.2,25.8,74.3,0,,22.3,174.2,1000.9,49.9,4.3
kalyani,2018-05-29,31.1,26.2,76.7,0,,20.5,130.1,1000.4,46.4,4.4
kalyani,2018-05-30,31.9,26.7,75.5,0,,29.5,177.6,1000.7,38.6,3.7
kalyani,2018-05-31,30,25.7,78.3,1.001,rain,37.1,153.8,1003.2,62.5,3
kalyani,2018-06-01,26.9,25,89.6,8.004,rain,18.4,139.5,1005.3,75.6,3
kalyani,2018-06-02,28.9,25.1,81.2,0,,16.6,170,1004.5,58.1,3.7
kalyani,2018-06-03,31,26.6,78.7,0,,50.8,168.2,1001.5,40.3,4.1
kalyani,2018-06-04,30.2,26.5,81.5,4.002,rain,18.4,137.5,1001.4,49.9,3.7
kalyani,2018-06-05,30,26.4,81.7,0.4,rain,14.8,142.8,1003.5,54.9,3.8
kalyani,2018-06-06,31.1,26.3,76.8,0.533,rain,22.3,138.1,1003.6,40.5,4
kalyani,2018-06-07,31.4,26.5,76.5,22.679,rain,25.9,162.7,1001,39.4,3.8
kalyani,2018-06-08,31.1,26.7,79.3,3.402,rain,13,117.7,998.1,60.5,3.6
kalyani,2018-06-09,29.6,26.4,84,11.667,rain,22.3,87.7,995.7,61.3,3.5
kalyani,2018-06-10,29.3,26.8,86.7,2.335,rain,14.8,266.7,994.2,75.2,3
kalyani,2018-06-11,29.3,26.6,86.2,4.266,rain,20.5,244.2,992.8,87.6,2.7
kalyani,2018-06-12,28.7,25.8,85.3,21.666,rain,13,209.1,993.3,77.3,3.2
kalyani,2018-06-13,31.2,25.7,74.5,0,,24.1,217.5,994.8,54.6,3.9
kalyani,2018-06-14,33,26,68.6,0,,20.5,212.9,995.7,43.5,3.7
kalyani,2018-06-15,33.8,24.4,59.4,0,,22.3,218.3,997.3,41.1,3.9
kalyani,2018-06-16,34.7,26.3,64.5,0,,18.4,202.5,998.7,32.8,3.9
kalyani,2018-06-17,31.5,26.4,75,0.033,rain,22.3,189.3,998.8,55.4,3.6
kalyani,2018-06-18,34.5,26.3,65.5,0,,16.5,186.5,997.7,27,4
kalyani,2018-06-19,32.3,26.3,72.3,0,,15.9,149.3,998.7,46.9,3.5
kalyani,2018-06-20,29.1,26,83.9,5.67,rain,22.3,146.6,1001.1,61.4,3.3
kalyani,2018-06-21,29.1,26.1,84.7,23.671,rain,22.3,173.8,1001.5,63.9,3.6
kalyani,2018-06-22,30.8,26.5,79,0,,16.6,160.6,1001,48,3.9
kalyani,2018-06-23,29.4,27.2,87.8,0.033,rain,18.4,175.6,1000.6,66.5,3.4
kalyani,2018-06-24,27.8,26.2,91.4,0.033,rain,20.5,198.3,999.8,84.4,2.8
kalyani,2018-06-25,26.6,25.7,94.6,13.674,rain,16.6,181.5,998.8,92.9,2.3
kalyani,2018-06-26,27.2,25.2,89.6,45.356,rain,11.2,159.2,998.5,88.1,3.1
kalyani,2018-06-27,28.3,25.7,86,9.67,rain,27.7,123.3,998.7,68.6,3
kalyani,2018-06-28,28.6,25.9,86,0,,23.3,146,1002.2,68.8,3.1
kalyani,2018-06-29,29.2,25.7,81.5,9.998,rain,24.1,164.4,1002.3,54.5,3.7
kalyani,2018-06-30,30.7,26.3,78.3,0,,22.3,195,1001.6,61.6,3.8
kalyani,2018-07-01,31.2,26.6,77.6,0,,25.9,185.7,1001.3,47.6,4.1
kalyani,2018-07-02,30.6,26.4,79,14.666,rain,24.1,197.2,1000.6,65.7,3.9
kalyani,2018-07-03,28.8,26.8,89.1,0.667,rain,16.6,197.4,1000.1,90,3
kalyani,2018-07-04,28.7,26.4,88.2,14.997,rain,29.5,215.7,999.8,89.9,3
kalyani,2018-07-05,27.8,26.3,91.6,7.337,rain,13,218.3,999.5,79.8,3.1
kalyani,2018-07-06,30.1,26.6,82.7,2.001,rain,84.1,82.9,998.8,70.9,3
kalyani,2018-07-07,30,26.4,81.5,1.668,rain,18.4,112.7,997.7,52.6,3.6
kalyani,2018-07-08,29.1,26.3,85.2,5.665,rain,20.5,123.1,997,57.4,3.7
kalyani,2018-07-09,28.6,26.1,87,4.336,rain,21.2,132.3,998.3,60.5,3.4
kalyani,2018-07-10,28.3,25.8,86.6,1.335,rain,14.8,129.3,998.5,67.5,3.1
kalyani,2018-07-11,29.5,26.6,84.8,0.033,rain,18.4,104.9,997.3,50.4,3.7
kalyani,2018-07-12,29.4,26.8,86.1,2.333,rain,18.4,127.5,996.5,61.4,3.1
kalyani,2018-07-13,29.6,26.6,84.5,8.933,rain,24.1,115.1,997,60.8,3.4
kalyani,2018-07-14,28.8,26.6,88.1,5.399,rain,20.5,84.1,996.4,61.7,3.2
kalyani,2018-07-15,28.9,26.8,88.4,3.335,rain,20.5,100.6,995.3,68.4,3.1
kalyani,2018-07-16,29.1,26.8,87.3,7.999,rain,22.3,98.3,994.8,72.9,3.4
kalyani,2018-07-17,28.5,26.8,90.6,1.001,rain,18.4,140.5,997,68.5,3.3
kalyani,2018-07-18,30.1,26.8,83.4,3.332,rain,16.6,115,997.7,60.7,3.4
kalyani,2018-07-19,32,27.3,77.5,0.133,rain,14.8,96.5,997,42.1,3.9
kalyani,2018-07-20,31.4,27.8,81.9,3.001,rain,22.3,99.4,995.4,63,4.1
kalyani,2018-07-21,27.7,26.6,93.3,5.871,rain,24.1,91.5,993.8,88.4,2.9
kalyani,2018-07-22,27.1,26,94,10.339,rain,33.5,148.8,995.2,96.7,2.7
kalyani,2018-07-23,27.6,26.3,92.8,17.409,rain,18.3,169.6,998.7,89.5,2.8
kalyani,2018-07-24,28.6,26.6,89.5,1.667,rain,25.9,180.7,1000.3,77.9,3.3
kalyani,2018-07-25,28.3,26.5,90.1,0.067,rain,16.6,178.9,1000.1,85.1,2.9
kalyani,2018-07-26,26.4,25.3,93.9,20.945,rain,14.8,203.4,1000.3,90.5,2.4
kalyani,2018-07-27,27.8,26.4,92.6,4.336,rain,13,215.8,999.3,91.2,2.9
kalyani,2018-07-28,27.8,26.2,91.3,14.998,rain,14.8,173,999.5,89,2.6
kalyani,2018-07-29,28.4,26.8,91.2,0.899,rain,13,154.6,999,72,2.8
kalyani,2018-07-30,28.7,26.6,89,0.1,rain,16.6,211.9,998.4,83.8,3
kalyani,2018-07-31,27.4,25.7,90.8,17.53,rain,16.6,255.8,998.1,88.2,2.9
kalyani,2018-08-01,25.9,24.9,94.1,13.007,rain,16.6,221,998.7,97.2,2.6
kalyani,2018-08-02,27,25.3,90.2,5.033,rain,18.4,221.1,1000.5,88.1,3.1
kalyani,2018-08-03,28.6,26,86.4,5.669,rain,16.6,203.2,999.8,86.5,3
kalyani,2018-08-04,29.5,26.3,84,19.331,rain,16.6,243.7,999.6,82.1,3.1
kalyani,2018-08-05,28.1,26.4,90.6,14.675,rain,18.4,198.4,999,83.9,2.9
kalyani,2018-08-06,28.3,26.7,91.5,6.098,rain,11.2,76.2,997.8,83.6,2.9
kalyani,2018-08-07,28,26.4,91,5.003,rain,25.9,98.3,997.3,79.6,3
kalyani,2018-08-08,28.7,26.3,87,0.667,rain,22.3,121.6,999.9,57.6,3.1
kalyani,2018-08-09,29.2,26.4,85.2,0,,14.8,124.2,1002,59.3,3.5
kalyani,2018-08-10,31.1,26.9,79.9,0,,16.6,139.6,1000.9,47.6,3.5
kalyani,2018-08-11,30.8,27.1,81.2,0.334,rain,16.6,136.9,998.9,58.4,3.5
kalyani,2018-08-12,30.6,27.2,82.7,0.867,rain,22.3,129.5,997,63.2,3.5
kalyani,2018-08-13,29.3,26.9,87.1,5.002,rain,16.6,94.1,997.1,67.1,3.2
kalyani,2018-08-14,29.8,27.1,86.1,0.334,rain,18.4,80.5,996.2,48,3.8
kalyani,2018-08-15,28.9,27.1,90.4,1.668,rain,22.3,91.1,998.2,66,3.3
kalyani,2018-08-16,29.3,27.1,88.3,13.002,rain,18.4,109.8,1000.3,60,3.5
kalyani,2018-08-17,30.4,26.4,80.3,0,,14.8,134.8,998.7,46.6,3.9
kalyani,2018-08-18,31.2,27,79.3,0,,14.8,133.1,997.1,39.4,3.8
kalyani,2018-08-19,28.9,27.1,90.2,2.668,rain,13,113,996.6,70.5,3
kalyani,2018-08-20,28.5,26.7,90.1,2.335,rain,22.3,105.4,998.5,69.3,3.2
kalyani,2018-08-21,29.2,26.8,87.1,0.133,rain,14.8,117.5,999.8,74.4,3.3
kalyani,2018-08-22,29.3,26.6,86.2,10.273,rain,16.6,127.4,999.4,72.7,3.3
kalyani,2018-08-23,30.2,26.5,81.7,0,,18.4,197.4,1000,64.8,3.3
kalyani,2018-08-24,29.6,27.2,87.2,1.001,rain,18.4,133.3,999.5,69.6,3.2
kalyani,2018-08-25,29.7,27.3,87.8,5.67,rain,16.6,125.7,998.6,71.3,3.2
kalyani,2018-08-26,29.9,27.3,86.6,1.001,rain,16.6,101.9,997.3,50.6,3.6
kalyani,2018-08-27,29,26.9,89.1,1.001,rain,22.3,99,998.2,70.1,3.3
kalyani,2018-08-28,29,27.1,90,0.167,rain,16.6,134.8,1000.6,69,3.2
kalyani,2018-08-29,28.8,26.6,88.4,2.669,rain,54.1,154.5,1002.1,67.9,3.2
kalyani,2018-08-30,29.8,27.1,85.8,0.167,rain,22.3,157.7,1000.4,61.4,3.2
kalyani,2018-08-31,28.5,26.9,91.4,6.667,rain,16.6,139.1,1000.7,66.6,3
kalyani,2018-09-01,29.3,26.6,86,2.335,rain,18.4,139.5,1002.1,57.9,3.9
kalyani,2018-09-02,27.4,26,91.9,28.996,rain,18.4,152.7,1002.1,80.1,3.1
kalyani,2018-09-03,29.3,26.5,85.7,0,,14.8,162.4,1002.1,57.2,3.5
kalyani,2018-09-04,28.9,26.6,87.8,23.68,rain,13,264,1001.8,69.1,2.8
kalyani,2018-09-05,28.8,26.9,89.7,0,,18.4,78.3,999.3,78.1,3.3
kalyani,2018-09-06,27.4,25.7,91,5.269,rain,27.7,95.1,998.3,81.1,3.5
kalyani,2018-09-07,28.5,26.1,87.1,9.338,rain,22.3,132,1002.6,67.7,3.6
kalyani,2018-09-08,29.8,26.5,83,1.001,rain,20.5,154,1004.9,46.8,3.3
kalyani,2018-09-09,30,26,80.2,0,,18.4,165.2,1006.2,45.9,3.9
kalyani,2018-09-10,30,26.2,81.1,0,,105.5,176.3,1008.2,53.3,3.9
kalyani,2018-09-11,28.9,26.4,87.4,5.336,rain,14.8,198.6,1007.6,66.9,3.2
kalyani,2018-09-12,30,26.9,84.2,13.33,rain,13,203.5,1005,70.6,2.9
kalyani,2018-09-13,30.8,26.7,79.5,5.8,rain,13,211,1004.2,52.1,3.2
kalyani,2018-09-14,30.2,26.4,81.5,1.668,rain,16.6,267.8,1005.4,59.3,3.2
kalyani,2018-09-15,29.5,26.7,85.6,3,rain,14.8,18.3,1006.1,56.2,3.4
kalyani,2018-09-16,29.6,25.8,81,0.5,rain,9.4,357.9,1004.6,62.6,3.7
kalyani,2018-09-17,31.4,27,78.3,1.7,rain,14.8,340.5,1003.2,49,3.4
kalyani,2018-09-18,31.9,26.4,74,1.4,rain,13,347,1003.2,41.5,3.5
kalyani,2018-09-19,31.2,26.7,78.1,9.001,rain,13,8.7,1002.7,52.7,3.7
kalyani,2018-09-20,27.6,25.8,90.3,14.004,rain,25.6,95.4,1003.9,89.2,2.8
kalyani,2018-09-21,25.8,24.5,92.7,8.667,rain,22.3,125.7,1007.7,87.4,2.9
kalyani,2018-09-22,28.1,25.4,86.4,0.1,rain,14.8,142.4,1010.9,55.8,3.6
kalyani,2018-09-23,30.1,25.9,79.6,1.999,rain,11.2,219.8,1010.9,32.1,3.8
kalyani,2018-09-24,30.7,27,81.7,0,,13.1,212.7,1008.7,49.4,3.8
kalyani,2018-09-25,29.8,26.8,84.4,0.8,rain,22.3,191,1006.9,55.4,3.8
kalyani,2018-09-26,29.5,26.3,83.7,2.334,rain,14.8,215.9,1006.8,55.4,3.4
kalyani,2018-09-27,29.1,26.6,87,0.033,rain,24.1,200.2,1007.6,55.9,2.9
kalyani,2018-09-28,30.1,27.1,85.1,0.033,rain,11.2,193.7,1007.9,48.9,3.1
kalyani,2018-09-29,30.3,27.2,84.5,2.666,rain,18.4,224.1,1007.9,50.8,3.5
kalyani,2018-09-30,30.9,25.6,75.1,1.333,rain,13,314.7,1007.7,29.7,3.8
kalyani,2018-10-01,30.8,23.5,68.5,0,,13,276.3,1008,25.9,3.8
kalyani,2018-10-02,31.6,24.4,67.4,0,,13,255.2,1008.8,26.5,3.8
kalyani,2018-10-03,31.6,24.1,66.6,0,,13,250.1,1008.5,33,3.8
kalyani,2018-10-04,31.1,24.3,69.7,0,,13,312.4,1009.4,30.7,3.9
kalyani,2018-10-05,30,24.9,75.9,0,,13,5.8,1009.8,27.2,3.5
kalyani,2018-10-06,30,24.1,72,0,,13,334.9,1009.6,23.3,3.8
kalyani,2018-10-07,29.7,23.8,72,0,,7.6,78,1009.5,31.2,3.6
kalyani,2018-10-08,29.5,22.3,67.7,0,,11.2,18.7,1008.7,29.2,3.6
kalyani,2018-10-09,28.7,23.9,77.4,0,,14.8,103.8,1008.3,42.6,3.1
kalyani,2018-10-10,26,23.6,87.2,6.337,rain,18.4,70.7,1008.2,79,3.6
kalyani,2018-10-11,26.3,24.5,90.4,3.999,rain,18.4,89.8,1008.3,91.4,3.3
kalyani,2018-10-12,25.7,24.6,93.6,4.001,rain,13,80.6,1009.5,92.6,2.8
kalyani,2018-10-13,24.5,23,91.9,29,rain,16.6,66.3,1008.7,95.8,2.9
kalyani,2018-10-14,26.7,23,81,0,,11.2,306.3,1010.7,52.3,3.8
kalyani,2018-10-15,28.4,22.9,74.9,0,,11.2,247.5,1012,30.8,3.7
kalyani,2018-10-16,28.1,20.7,68.1,0,,13,287.8,1011.7,18.9,3.8
kalyani,2018-10-17,26.9,21.4,74.3,0,,9.4,149.7,1010.8,20.5,3.5
kalyani,2018-10-18,28.7,23.5,75.6,0,,13,202.2,1009.6,17.2,3.6
kalyani,2018-10-19,29.1,24,76,0,,11.2,94.6,1010.5,14.7,3.4
kalyani,2018-10-20,28.9,23.4,74.5,0,,10,126,1011.7,16.4,3.2
kalyani,2018-10-21,28.3,22.2,72.2,0,,13,355.3,1012.1,14.1,3.7
kalyani,2018-10-22,28.1,21.7,70.3,0,,13,338.8,1011.2,0.7,3.7
kalyani,2018-10-23,28.6,22.1,70.7,0,,11.2,304.1,1011.2,13.8,2.9
kalyani,2018-10-24,27.3,22.5,76.3,0,,9.4,335,1011.6,18.8,3.1
kalyani,2018-10-25,25.9,17.4,64.4,0,,11.2,345.3,1013.5,1.4,3.5
kalyani,2018-10-26,25.4,17,63.3,0,,9.4,31.9,1014.1,1.1,3.7
kalyani,2018-10-27,25.5,19.1,69.9,0,,11.2,319.9,1013.8,15.3,3.3
kalyani,2018-10-28,25.7,20.9,76,0,,11.2,87.7,1013.6,62.7,3.1
kalyani,2018-10-29,23.7,21.5,87.7,0.367,rain,13,52.3,1013.1,88.9,3.2
kalyani,2018-10-30,24,22.1,89.6,0.033,rain,13,66.4,1012.3,72.4,3.4
kalyani,2018-10-31,26.1,21.9,79.2,0.967,rain,18.4,68.7,1012.2,45.2,3.9
kalyani,2018-11-01,26.9,22.6,78.3,0,,11.9,116.4,1012.2,30,4.9
kalyani,2018-11-02,27,22.8,78.9,0,,9.4,201.8,1012.1,40.3,4.2
kalyani,2018-11-03,28.1,22.6,72.9,0,,7.8,236.3,1012.7,25.6,3.5
kalyani,2018-11-04,28.5,23,73.2,0,,11.2,230.4,1012.2,20.5,4
kalyani,2018-11-05,28.4,23.7,77.1,0,,16.6,210.7,1011.1,28.7,3.6
kalyani,2018-11-06,27.9,22.2,73,0,,13,339.1,1011.5,21.4,3.5
kalyani,2018-11-07,24.6,21.6,83.9,2.001,rain,9.4,356.9,1013.5,41.2,2.4
kalyani,2018-11-08,24.8,19.2,72.3,0,,13,345.3,1012.7,9.7,3
kalyani,2018-11-09,23.3,16.7,69.4,0,,7.6,349.5,1011.5,4,3.4
kalyani,2018-11-10,23.5,17.2,70.9,0,,14.8,336,1012,0.9,3.4
kalyani,2018-11-11,24,18.2,71.9,0,,18.4,5.3,1012.7,1.5,3.6
kalyani,2018-11-12,24.3,18.1,70.3,0,,13,359.1,1011.5,17.3,3.7
kalyani,2018-11-13,24.2,18.4,72.6,0,,11.2,355.1,1010.1,3.2,3.3
kalyani,2018-11-14,24.6,19.3,74.8,0,,7.6,69.3,1010.7,6,3
kalyani,2018-11-15,26.4,19.1,67.3,0,,9.4,251,1012,0.2,3.2
kalyani,2018-11-16,26.5,18,62.7,0,,9.4,246.6,1011.5,0.5,3.6
kalyani,2018-11-17,25.6,18.9,68.3,0,,14.8,288.1,1011.4,3.3,3.3
kalyani,2018-11-18,24,16.5,65.1,0,,14.8,59,1013.2,0,3.6
kalyani,2018-11-19,23.9,16.2,64.4,0,,11.2,31,1014.5,0,3.7
kalyani,2018-11-20,23.9,18.4,73.3,0,,10,301,1014.3,18.9,2.8
kalyani,2018-11-21,23.1,16.9,70.6,0,,11.2,2.9,1014.6,5.1,3.1
kalyani,2018-11-22,22,15.3,68.9,0,,16.6,347.3,1014.9,3.1,3.4
kalyani,2018-11-23,22.4,14.6,64.6,0,,13,334,1015.1,5.2,3.1
kalyani,2018-11-24,21.3,14.9,69.8,0,,13,322,1014.6,0,3.3
kalyani,2018-11-25,21.7,16.8,75.2,0,,13,336.1,1014.5,10.2,2.8
kalyani,2018-11-26,22.6,16.4,71.2,0,,9.4,43.1,1013.4,32.7,3.6
kalyani,2018-11-27,22.6,16.8,71.9,0,,13,97.1,1015.1,40.7,3.7
kalyani,2018-11-28,23,16.5,69.7,0,,7.6,111.2,1015.6,41.8,3.7
kalyani,2018-11-29,22.5,15.9,69.7,0,,10.4,120,1016,18.6,3.6
kalyani,2018-11-30,23.2,16.1,66.4,0,,13,32.9,1015.7,38.2,3.2
kalyani,2018-12-01,23.1,16,65.8,0,,13,351.6,1013.9,47.5,3.4
kalyani,2018-12-02,21,15.3,72.7,0,,13,351.4,1012.8,23.9,3.1
kalyani,2018-12-03,20.8,14.2,69.5,0,,13,8.2,1014.2,5.5,3.2
kalyani,2018-12-04,20.2,13.1,65.7,0,,16.6,348.6,1014.8,8.2,3.2
kalyani,2018-12-05,20.3,13.7,68.3,0,,13,323.9,1013,7.9,3.1
kalyani,2018-12-06,20.4,14.3,70.4,0,,11.2,347.1,1012.3,31.7,2.8
kalyani,2018-12-07,19.7,13.8,71.4,0,,13,342.7,1012.7,0.2,3
kalyani,2018-12-08,18.9,12.5,68.9,0,,13,346.5,1014.2,2.7,3
kalyani,2018-12-09,19.2,12,66.3,0,,13,330.5,1013.4,6.2,3.3
kalyani,2018-12-10,19.2,12.8,69.3,0,,14.8,345.8,1013.3,0,3.3
kalyani,2018-12-11,19.9,13.9,69.9,0,,14.8,349.7,1013.1,14.5,3.2
kalyani,2018-12-12,20.8,14.6,70.8,0,,11.2,346.3,1014.1,0,3.4
kalyani,2018-12-13,21.8,14,63.4,0,,14.8,344.9,1015.5,12,3.6
kalyani,2018-12-14,22.2,14,61.2,0,,20.5,351.9,1016.2,31.7,3.9
kalyani,2018-12-15,20.6,12.5,61.3,0,,18.4,343.8,1017.1,42,3.8
kalyani,2018-12-16,20.8,12.8,60.7,0.033,rain,16.6,345.9,1017.3,75.8,3.4
kalyani,2018-12-17,18,15.8,87.4,0.133,rain,20.5,344.6,1016.2,94,2.6
kalyani,2018-12-18,16.2,14.9,92.1,2.535,rain,22.3,347.2,1014.9,91.5,2.9
kalyani,2018-12-19,17.4,13.6,79.6,0,,18.4,336.9,1016.3,16.3,3.4
kalyani,2018-12-20,17.5,13.4,78.5,0,,14.8,338,1015.9,7.8,2.6
kalyani,2018-12-21,17.6,12.1,73,0,,18.4,328.7,1014.8,0,3
kalyani,2018-12-22,17.6,11.6,70.4,0,,14,340.9,1015.8,0,2.9
kalyani,2018-12-23,17.8,12.1,70.9,0,,14.8,336.3,1015.2,3.2,3.1
kalyani,2018-12-24,17.8,12,71.4,0,,14.8,337.3,1014.3,0,3.1
kalyani,2018-12-25,18,10.6,64.8,0,,11.2,325.6,1014,0,3.2
kalyani,2018-12-26,16.6,9.1,65.3,0,,14.8,335.3,1013.6,1.7,3.1
kalyani,2018-12-27,16.2,8.2,63.7,0,,16.6,325.5,1013.2,1.1,3.3
kalyani,2018-12-28,16.1,7.4,60,0,,22.3,337.6,1014.2,0,3.2
kalyani,2018-12-29,15.5,8,63.9,0,,16.6,332.3,1017,0,3
kalyani,2018-12-30,16.2,9.2,65.3,0,,20.5,338,1017.8,0,2.7
kalyani,2018-12-31,16.7,9.8,65.2,0,,22.3,348,1017.8,0,3.2
kalyani,2019-01-01,16.8,10.1,67.3,0,,14.8,341.8,1018.1,0,3.2
kalyani,2019-01-02,18.2,10.9,64.8,0,,14.8,329.1,1017.7,1.1,3.5
kalyani,2019-01-03,17.6,10.4,66.5,0,,11.2,325.6,1018.3,0,2.8
kalyani,2019-01-04,17.1,9.7,65.1,0,,14.8,0.8,1019,0,2.9
kalyani,2019-01-05,17.1,10.4,67.1,0,,18.4,348.2,1017.4,1.3,3.1
kalyani,2019-01-06,18.4,10.8,64.2,0,,13,347.1,1015.5,0,3.7
kalyani,2019-01-07,18.9,11.6,66.2,0,,14.8,329.6,1013.7,0,3.1
kalyani,2019-01-08,18.7,11.9,67.2,0,,14.8,332.7,1013.2,0,3.5
kalyani,2019-01-09,18.3,11.8,68.2,0,,11.2,340.7,1014.8,0.4,3.4
kalyani,2019-01-10,18,11.3,67.6,0,,13,357.2,1015.4,0,3.3
kalyani,2019-01-11,17,9.7,65.9,0,,16.6,341.7,1015.9,0,3
kalyani,2019-01-12,17.8,11.5,69.2,0,,14.8,343.8,1015.9,0,2.8
kalyani,2019-01-13,18.5,11.7,67.8,0,,13,340.1,1015.7,0,2.7
kalyani,2019-01-14,19.1,12.7,68.8,0,,9.4,312.1,1014.4,14.7,2.8
kalyani,2019-01-15,18.5,10.9,64.4,0,,16.6,349.9,1015.8,12.5,3.2
kalyani,2019-01-16,16.7,7.9,59.5,0,,18.4,337.3,1016.4,0,3.8
kalyani,2019-01-17,17.1,9.5,64.2,0,,11.2,315.6,1014.2,0,3.2
kalyani,2019-01-18,18.4,11.6,67.7,0,,11.2,330.5,1014.2,0,3.1
kalyani,2019-01-19,17.9,10.7,66.1,0,,13,322.7,1015.4,0,3.1
kalyani,2019-01-20,17.8,11.6,69.8,0,,13,330.6,1015.4,0,2.9
kalyani,2019-01-21,18.5,11.9,69.1,0,,9.4,332.1,1015.3,0,3
kalyani,2019-01-22,19.7,13,68.3,0,,9.4,343.4,1015.2,0,2.9
kalyani,2019-01-23,20.6,13.1,66.5,0,,9.4,88.7,1015,1.5,3.2
kalyani,2019-01-24,21.2,14.2,67.5,0,,11.2,41.6,1015.5,0,3
kalyani,2019-01-25,21,14.1,68,0,,14.8,18.2,1016,0,3.4
kalyani,2019-01-26,21.6,14.8,67.5,0,,16.6,351.3,1016.2,28.8,3.4
kalyani,2019-01-27,21.9,15,66.4,0,,20.5,337.8,1016.7,51.3,3.6
kalyani,2019-01-28,20.1,15.2,73.8,0,,14.8,336.8,1016.7,54.1,3.5
kalyani,2019-01-29,18.8,10.2,60.1,0,,22.3,331.9,1016.4,20.2,3.6
kalyani,2019-01-30,17.2,7,53.8,0,,16.6,355.7,1018.2,0,4
kalyani,2019-01-31,18.1,10.5,63.3,0,,16.6,350.3,1017,0.2,3.6
kalyani,2019-02-01,19.5,11.6,63.5,0,,9.4,328.8,1015.2,8,3.4
kalyani,2019-02-02,20,11.7,63,0,,13,333.6,1014.2,0,3.6
kalyani,2019-02-03,21,10.8,56.6,0,,16.6,354,1016.4,0,3
kalyani,2019-02-04,21,11,56.4,0,,13,334.3,1017.5,0.3,3.3
kalyani,2019-02-05,20.1,10.9,57.6,0,,18.4,331.5,1016,1.9,3.4
