name,datetime,tempmax,tempmin,temp,humidity,rainfall,pressure,
kalyani,2023-07-28,33.5,27,29.4,87.5,11.998,999.5,
kalyani,2023-07-29,32,28,29.4,89.5,2.666,998.2,
kalyani,2023-07-30,35.2,28,30.9,83,0,997.5,
kalyani,2023-07-31,36,28,30.9,83.3,24.994,996.7,
kalyani,2023-08-01,34,27,29,87.1,39.999,993.1,
kalyani,2023-08-02,30,27,28.3,86.6,66.397,993.1,
kalyani,2023-08-03,34,27,29.9,82.4,0.667,998.1,
kalyani,2023-08-04,33,28.7,30.5,78.8,0,1001.8,
kalyani,2023-08-05,32.2,28.9,29.7,80.6,1.333,1003,
kalyani,2023-08-06,29,26.8,28.3,88.2,6.671,1000.7,
kalyani,2023-08-07,29,26,27.9,91,13,998.4,
kalyani,2023-08-08,31,26,28.2,87.1,2.334,1000.3,
kalyani,2023-08-09,33.2,26.8,30,81.5,0.033,1003.2,
kalyani,2023-08-10,32,27.7,29.5,82.8,6.569,1004.5,
kalyani,2023-08-11,33.2,26,29.7,81.9,30.671,1003.9,
kalyani,2023-08-12,32,26,28.6,87.4,16.996,1002.6,
kalyani,2023-08-13,31,27,28.3,87.6,0.367,1003.3,
kalyani,2023-08-14,33.4,27,29.8,82.1,0,1004.2,
kalyani,2023-08-15,34.4,28,30.1,83.3,11.003,1003.7,
kalyani,2023-08-16,34.6,26,29.7,85.2,9.999,1003,
kalyani,2023-08-17,33,26,28.9,89.8,11,1002.2,
kalyani,2023-08-18,31.8,27,28.9,87.9,1.366,1001.3,
kalyani,2023-08-19,32,27.5,29.3,85.9,1.666,1003.2,
kalyani,2023-08-20,34.2,27.9,30.6,77.9,0,1004.6,
kalyani,2023-08-21,34.2,28,30.6,80.6,0,1003.9,
kalyani,2023-08-22,32.3,28,30.3,83.1,0,1003.4,
kalyani,2023-08-23,33,27,29.3,87.3,4.332,1002.2,
kalyani,2023-08-24,32,26,29,84.4,0.334,1000.3,
kalyani,2023-08-25,28,26,26.6,93.5,55.338,1001,
kalyani,2023-08-26,31,26,28.3,87.6,0,1001.8,
kalyani,2023-08-27,34.3,27.8,31,76.3,0,1001.4,
kalyani,2023-08-28,34.3,29.5,31.7,73.3,0,1001.8,
kalyani,2023-08-29,34.7,27,30.9,76.6,46.322,1002.8,
kalyani,2023-08-30,35,28,31.5,76.1,0,1003.9,
kalyani,2023-08-31,36,28,31.3,80,24.01,1004.8,
kalyani,2023-09-01,35,29,31.2,80.7,0,1004.5,
kalyani,2023-09-02,35,26,30.1,85.1,24.999,1003.1,
kalyani,2023-09-03,33.7,27,30,81.6,0,1001.7,
kalyani,2023-09-04,31,25,28,89.6,50,1000.8,
kalyani,2023-09-05,32,25,28.8,88,18.363,1001.6,
kalyani,2023-09-06,32.7,27,29.6,84.5,8.065,1002.3,
kalyani,2023-09-07,31,25,27.9,91.3,56.926,1002.1,
kalyani,2023-09-08,30.2,26.8,27.7,92.9,2.666,1003.7,
kalyani,2023-09-09,34.1,27,29.8,83.7,5.669,1004.2,
kalyani,2023-09-10,34.2,28,30.5,82,0,1002.5,
kalyani,2023-09-11,35.4,28,30.8,80.5,0,1001.5,
kalyani,2023-09-12,33,27,29.2,86.2,33.336,1001.7,
kalyani,2023-09-13,32.6,27,29.1,84.1,2.334,1000.6,
kalyani,2023-09-14,29.1,26,27.7,90.3,32.003,1001,
kalyani,2023-09-15,31.6,26,28.4,89.7,9.534,1004,
kalyani,2023-09-16,34,27.9,30.6,83.3,0,1004.5,
kalyani,2023-09-17,34.3,27.9,31.2,78.2,0,1003.1,
kalyani,2023-09-18,31.3,27,29.5,85.7,7.004,1002.7,
kalyani,2023-09-19,32,26,28.2,86.5,0.233,1004,
kalyani,2023-09-20,29,27,27.6,89.4,15.331,1003.4,
kalyani,2023-09-21,29,26,27.5,92.4,11.669,1005,
kalyani,2023-09-22,30,26,27.7,91.9,17.001,1005.8,
kalyani,2023-09-23,30,26,27.8,91.8,14.335,1006.3,
kalyani,2023-09-24,31,26,27.9,90,18.668,1005.4,
kalyani,2023-09-25,33,26.7,29,85.5,5.837,1005.5,
kalyani,2023-09-26,34,27,30.3,80.9,0,1006,
kalyani,2023-09-27,35,27.9,30.8,79.4,0,1005.4,
kalyani,2023-09-28,34.3,28,31.2,80,0,1004.5,
kalyani,2023-09-29,32.3,27,29.1,86.8,4.766,1003.8,
kalyani,2023-09-30,29.2,26,27.3,90.9,41.572,1002.1,
kalyani,2023-10-01,31.1,26,28.2,88.1,10.005,1002.2,
kalyani,2023-10-02,30,26,27.4,91.7,15.67,1003.6,
kalyani,2023-10-03,29,26,26.9,92.1,7.668,1004.7,
kalyani,2023-10-04,28,26,27,92.8,58.001,1004,
kalyani,2023-10-05,31,26.8,28.4,89.3,1.334,1003,
kalyani,2023-10-06,32,27,29.2,84.4,0.8,1004,
kalyani,2023-10-07,33,27,29.2,82,0,1006.1,
kalyani,2023-10-08,35,27,30.3,79.2,0,1007.6,
kalyani,2023-10-09,35,28,31.5,73.4,0,1008.6,
kalyani,2023-10-10,35,28.6,31.5,71.1,0,1009,
kalyani,2023-10-11,35,28,31.4,70.9,0,1009.1,
kalyani,2023-10-12,34.2,27.9,30.8,71.5,0,1010.9,
kalyani,2023-10-13,34.2,26.8,30.3,68.3,0,1012,
kalyani,2023-10-14,34,26,30,69.3,0,1011.1,
kalyani,2023-10-15,34,25.9,29.5,69.2,0,1009.8,
kalyani,2023-10-16,33.1,25,29.2,70.4,0,1010.6,
kalyani,2023-10-17,32.7,25.1,29,73.6,0,1011.6,
kalyani,2023-10-18,32.2,25.3,28.7,75.8,0,1012.2,
kalyani,2023-10-19,32.1,25,28.2,72.4,0,1012.9,
kalyani,2023-10-20,32,23.8,27.7,70.5,0,1013.3,
kalyani,2023-10-21,32,22.9,27.4,71.4,0,1013.5,
kalyani,2023-10-22,31,24,27.6,75.6,0,1013.3,
kalyani,2023-10-23,31,24,26.5,84.3,3.334,1011.8,
kalyani,2023-10-24,30,24,26.8,82.9,3.068,1010,
kalyani,2023-10-25,31.3,24,27.7,78.6,0,1011.6,
kalyani,2023-10-26,31.4,24.9,27.9,76.5,0,1012.5,
kalyani,2023-10-27,30.7,24.7,27.3,77,0,1012.2,
kalyani,2023-10-28,30.4,22.6,26.8,74,0,1012.8,
kalyani,2023-10-29,31,22.2,26.4,70.3,0,1012.6,
kalyani,2023-10-30,31,22.7,26.7,71.5,0,1013,
kalyani,2023-10-31,32,22.9,27.7,70.8,0,1013.8,
kalyani,2023-11-01,33.5,24,28.2,71.5,9.997,1014.2,
kalyani,2023-11-02,32.7,23.7,28.2,70.7,0,1013.1,
kalyani,2023-11-03,33,24.6,28.5,71.6,0.2,1011.2,
kalyani,2023-11-04,32,24,27.2,75.4,0,1011.2,
kalyani,2023-11-05,31,24,27.3,76.6,0,1013,
kalyani,2023-11-06,31,23.9,26.9,66.8,0,1014.1,
kalyani,2023-11-07,30,21.7,25.8,69.5,0,1013.4,
kalyani,2023-11-08,31,21.9,25.9,66.3,0,1012.8,
kalyani,2023-11-09,31,21.5,25.9,68.4,0,1013.2,
kalyani,2023-11-10,30.3,21,25.5,70.8,0,1014.3,
kalyani,2023-11-11,30.2,21.5,25.8,70.2,0,1014.6,
kalyani,2023-11-12,30.6,21.6,25.7,72.5,0,1014.9,
kalyani,2023-11-13,31,21,25.4,71.4,0,1014.9,
kalyani,2023-11-14,30.6,20.8,25.3,70.4,0,1014.6,
kalyani,2023-11-15,30.4,21,25.7,67.4,0,1014.6,
kalyani,2023-11-16,26.8,22,24.4,80,0.133,1014.7,
kalyani,2023-11-17,27.7,22.5,24.5,83.7,0,1012.2,
kalyani,2023-11-18,29.1,20,24.5,79.1,0,1013.9,
kalyani,2023-11-19,30.1,20.9,25.1,74.2,0,1014.8,
kalyani,2023-11-20,30.1,20.9,25.3,69,0,1014.7,
kalyani,2023-11-21,30,22.7,25.7,66.9,0,1013.3,
kalyani,2023-11-22,28.8,20,24.1,67.6,0,1013,
kalyani,2023-11-23,28.1,18,23.1,70.8,0,1012.8,
kalyani,2023-11-24,28.3,18,23.5,70.4,0,1013.5,
kalyani,2023-11-25,29.1,20,24,69.3,0,1015.1,
kalyani,2023-11-26,29.1,19,24,67.1,0,1015.6,
kalyani,2023-11-27,29,19,24,70,0,1014.4,
kalyani,2023-11-28,30.3,20.8,25.5,62,0,1013,
kalyani,2023-11-29,28.1,21.3,24.7,73.5,0,1013.6,
kalyani,2023-11-30,29.8,20,24.5,77,0,1014.5,
kalyani,2023-12-01,30.1,20,24.9,66.7,0,1013.9,
kalyani,2023-12-02,30,20,24.6,70.8,0,1014.2,
kalyani,2023-12-03,29.2,20,24.4,72.5,0,1014.4,
kalyani,2023-12-04,27,20,23.9,74.5,0,1013.4,
kalyani,2023-12-05,25,22.9,23.9,70.8,0.067,1013.1,
kalyani,2023-12-06,26,20,23,77.5,0.833,1014.4,
kalyani,2023-12-07,20.9,19,19.8,88.9,36.231,1013,
kalyani,2023-12-08,23,19,20.9,87.2,0,1012.4,
kalyani,2023-12-09,26,18.9,21.6,80.2,0,1013.9,
kalyani,2023-12-10,26,17.8,21.2,70.6,0,1013.3,
kalyani,2023-12-11,25,15,20.2,66.7,0,1014.2,
kalyani,2023-12-12,25.2,16,20.1,69.8,0,1013,
kalyani,2023-12-13,25.6,15.5,20.3,66.5,0,1014.2,
kalyani,2023-12-14,25,15.5,19.7,66.3,0,1016.5,
kalyani,2023-12-15,24,13,18.8,68.2,0,1016.8,
kalyani,2023-12-16,24.5,14,19.1,66.5,0,1015.5,
kalyani,2023-12-17,24.9,14,18.7,65.4,0,1015.6,
kalyani,2023-12-18,24.6,14,18.6,66.6,0,1016.4,
kalyani,2023-12-19,24.1,14,18.6,64.8,0,1017.1,
kalyani,2023-12-20,24.6,15,19.1,67.3,0,1016.1,
kalyani,2023-12-21,24.5,15,19.3,67.3,0,1015.2,
kalyani,2023-12-22,25.5,16,20,73.3,0,1015.1,
kalyani,2023-12-23,26,16,20.5,77.7,0,1016.6,
kalyani,2023-12-24,24.8,16,20,82.3,0,1017.9,
kalyani,2023-12-25,24.2,15.1,19.8,79.3,0,1017,
kalyani,2023-12-26,26,15.9,20.8,76.2,0,1017.1,
kalyani,2023-12-27,26.6,17,21.2,74.9,0,1017.6,
kalyani,2023-12-28,26.1,16.7,20.6,76.9,0,1016.7,
kalyani,2023-12-29,26.4,17,20.8,75.6,0,1016.6,
kalyani,2023-12-30,26.5,17,20.9,73.2,0,1015.8,
kalyani,2023-12-31,24.2,15,18.6,79.9,0,1016,
kalyani,2024-01-01,23.5,13,18.1,80.8,0,1015.8,
kalyani,2024-01-02,22.5,13,16.6,76.7,0,1016,
kalyani,2024-01-03,25,13,18.1,73.7,0,1015.3,
kalyani,2024-01-04,24.9,13,18.9,73.8,0,1015.2,
kalyani,2024-01-05,25.1,15,19.4,71.2,0,1015.9,
kalyani,2024-01-06,25,14.6,19.3,71.3,0,1016.5,
kalyani,2024-01-07,25.4,15,19.9,75.3,0,1017.2,
kalyani,2024-01-08,24.4,15,19,79.6,0,1017.5,
kalyani,2024-01-09,24.1,14,18.5,78.8,0,1016.6,
kalyani,2024-01-10,25.4,14,19.4,71.6,0,1014.8,
kalyani,2024-01-11,23.9,15.6,19,74.7,0,1016.4,
kalyani,2024-01-12,21.3,12,15.9,77.5,0,1016.2,
kalyani,2024-01-13,22.2,10,15.5,73,0,1015.9,
kalyani,2024-01-14,22,10,15.5,76.4,0,1015.2,
kalyani,2024-01-15,20.5,11,14.3,84.1,0,1015.2,
kalyani,2024-01-16,21.5,12,15.6,81.5,0,1015,
kalyani,2024-01-17,21.2,12,14.8,86,0,1015,
kalyani,2024-01-18,18.4,14,16.3,86.3,0.867,1014.8,
kalyani,2024-01-19,22.3,15.9,18.5,83.4,0,1016.1,
kalyani,2024-01-20,20.1,13,16.1,82.7,0,1016.4,
kalyani,2024-01-21,20.8,14.8,17.2,80.3,0,1015.9,
kalyani,2024-01-22,20,11,14.8,78.6,0,1018.2,
kalyani,2024-01-23,24,11,16.8,70.1,0,1016.6,
kalyani,2024-01-24,21.7,15.7,18,75.4,0.367,1016.7,
kalyani,2024-01-25,22.5,14,17.8,78.2,0,1018.5,
kalyani,2024-01-26,23.3,12,17.3,70.8,0,1019.4,
kalyani,2024-01-27,24,13,17.9,60.4,0,1019.1,
kalyani,2024-01-28,24,12.5,17.7,63.7,0,1018.7,
kalyani,2024-01-29,25.6,13,19,65.8,0,1017.2,
kalyani,2024-01-30,27.1,15,21.1,75.3,0,1015.6,
kalyani,2024-01-31,26,19,22.1,83.2,4.665,1015.3,
kalyani,2024-02-01,23.3,19,21.3,90.3,11.331,1015.7,
kalyani,2024-02-02,27,19.6,22.8,80.5,2.535,1014.9,
kalyani,2024-02-03,27,17.8,22.2,69.7,0,1016,
kalyani,2024-02-04,28,17,21.7,65.6,0,1017,
kalyani,2024-02-05,28.5,18,22.7,66.6,0,1016.6,
kalyani,2024-02-06,27,20,23.3,84.2,0,1015.7,
kalyani,2024-02-07,25.1,19,21.7,71.9,0,1016.1,
kalyani,2024-02-08,25,16,20.3,57.6,0,1016.2,
kalyani,2024-02-09,24.2,13,18.8,56.9,0,1018.5,
kalyani,2024-02-10,25.1,14,19.4,58.5,0,1018.7,
kalyani,2024-02-11,27,15,20.6,59,0,1018.7,
kalyani,2024-02-12,27.6,16.2,22,62.1,0,1018.7,
kalyani,2024-02-13,28,18,22.2,68.8,0,1018.2,
kalyani,2024-02-14,28.3,17,22.7,73,0,1016.7,
kalyani,2024-02-15,29.1,19.6,23.7,74,0.2,1016.9,
kalyani,2024-02-16,27.9,19,23.2,77.5,0,1017,
kalyani,2024-02-17,28.2,18,22.9,69.5,0,1014.3,
kalyani,2024-02-18,30.1,18,23.7,73.6,0,1013.5,
kalyani,2024-02-19,30.2,20.6,25.2,75.9,0,1013.3,
kalyani,2024-02-20,32.1,23.4,26.4,79.3,0,1010.8,
kalyani,2024-02-21,32,21.6,26.7,67.7,0,1009.5,
kalyani,2024-02-22,28,21.5,24.6,83.2,1.668,1009.7,
kalyani,2024-02-23,28.3,20,23.7,70.5,2.666,1012.8,
kalyani,2024-02-24,27.9,19,23.5,65.2,0.067,1014.6,
kalyani,2024-02-25,26.7,19.6,22.5,67.8,0,1015.5,
kalyani,2024-02-26,28.2,17,22.6,65.8,0,1016.1,
kalyani,2024-02-27,28.5,18.9,23.6,56.3,0,1014.9,
kalyani,2024-02-28,29.4,21,24.9,65.7,0,1012.4,
kalyani,2024-02-29,30.1,20.2,25,60.3,0,1013.6,
kalyani,2024-03-01,31,19,25,60.8,0,1014.2,
kalyani,2024-03-02,31.2,18.9,25.6,60.5,0,1012.9,
kalyani,2024-03-03,31,22.1,26.5,69.7,0,1012.3,
kalyani,2024-03-04,33.3,21,26.2,65,0,1012.6,
kalyani,2024-03-05,30.5,22.9,26.3,66.7,0,1012.5,
kalyani,2024-03-06,29.7,20,24.6,60.8,0,1012.9,
kalyani,2024-03-07,25.8,20.8,23.6,56.8,0,1012.5,
kalyani,2024-03-08,31,18.7,24.6,52.4,0,1012.6,
kalyani,2024-03-09,30,19.2,24.6,51.9,0,1013.4,
kalyani,2024-03-10,30.7,19,24.6,52,0,1014.9,
kalyani,2024-03-11,32,19.3,25.8,50.9,0,1014.5,
kalyani,2024-03-12,33.2,23,27.9,72.9,0,1011.8,
kalyani,2024-03-13,33.2,24,28.7,71.3,0,1011.3,
kalyani,2024-03-14,33.1,25.9,29,77.8,0,1010.9,
kalyani,2024-03-15,35.1,23.9,29,73.1,4.667,1011.6,
kalyani,2024-03-16,32.3,22.5,27.1,79.6,0.2,1013.2,
kalyani,2024-03-17,32.1,21.9,25.7,76.4,0,1013,
kalyani,2024-03-18,31,23.9,26.7,80.7,0.567,1012.1,
kalyani,2024-03-19,31.4,24,27.8,64.5,0,1012.2,
kalyani,2024-03-20,25,19,20.4,91.8,15.668,1014.3,
kalyani,2024-03-21,27,18,21.4,84.3,0.666,1013,
kalyani,2024-03-22,28.5,19,23.7,76.3,0,1010,
kalyani,2024-03-23,33.5,21,27,73.7,0,1008.4,
kalyani,2024-03-24,35,25.4,29.2,73,0,1010,
kalyani,2024-03-25,34.1,24.6,28.7,75.7,1.666,1010.7,
kalyani,2024-03-26,31.7,22.8,27.2,70.4,0,1011.4,
kalyani,2024-03-27,34.6,26,29.5,77.3,0,1012.1,
kalyani,2024-03-28,35,26,30,77.2,0,1009.7,
kalyani,2024-03-29,34,27,30,78.9,0,1008.3,
kalyani,2024-03-30,36,28,30.6,78.4,0,1009.3,
kalyani,2024-03-31,36,25,30.5,74.6,0,1009,
kalyani,2024-04-01,38,28,32.6,56.3,0,1005.5,
kalyani,2024-04-02,37,27,31.8,61.2,0,1005.3,
kalyani,2024-04-03,38,28,31.6,66.6,0,1007.2,
kalyani,2024-04-04,36.2,27.7,31.2,76.5,0,1006.7,
kalyani,2024-04-05,37.2,28.7,31.9,77.1,0,1005.1,
kalyani,2024-04-06,37.1,28,32,76.2,0,1005.6,
kalyani,2024-04-07,33.5,27,28.7,77.2,0.5,1007.3,
kalyani,2024-04-08,32.5,25.6,28.4,63,0,1010,
kalyani,2024-04-09,35,24,29.5,54.9,0,1009.9,
kalyani,2024-04-10,34,25.9,29.8,63.4,0,1010,
kalyani,2024-04-11,33,25,28.2,66.3,0,1011.2,
kalyani,2024-04-12,35.2,24,29.9,56.3,0,1010.8,
kalyani,2024-04-13,37,25.9,31.4,53.6,0,1010,
kalyani,2024-04-14,38,27,32.4,50.6,0,1009.8,
kalyani,2024-04-15,38,28,32.8,59.7,0,1008.8,
kalyani,2024-04-16,40,28,34.1,57.6,0,1006.1,
kalyani,2024-04-17,40,28.9,34.1,60.9,0,1004.4,
kalyani,2024-04-18,40,29,34.7,48.2,0,1004,
kalyani,2024-04-19,41,29.5,34.9,47.2,0,1002,
kalyani,2024-04-20,42,29.1,34.1,61.6,0,1001.4,
kalyani,2024-04-21,41,29.6,34.3,62.1,0,1002.6,
kalyani,2024-04-22,40,29.8,34.7,50.4,0,1004.6,
kalyani,2024-04-23,39,28.8,34.3,42.6,0,1004.4,
kalyani,2024-04-24,40.3,29,34.8,47.2,0,1003.6,
kalyani,2024-04-25,42,29.1,35.5,44.4,0,1004.2,
kalyani,2024-04-26,39.7,29.7,33.9,66.7,0,1004,
kalyani,2024-04-27,42,29.6,34.2,64.3,0,1004.1,
kalyani,2024-04-28,42,29.6,35.2,58.2,0,1004.2,
kalyani,2024-04-29,42,30.1,35.7,47.2,0,1004.8,
kalyani,2024-04-30,44,31.3,36.2,51.4,0,1000.6,
kalyani,2024-05-01,41,32,35.9,43.8,0,999.8,
kalyani,2024-05-02,40.2,29,33.7,62.9,0,1000.6,
kalyani,2024-05-03,39.2,29,33.6,61.3,0,1004.2,
kalyani,2024-05-04,38,29.7,32.8,70.8,0,1004.6,
kalyani,2024-05-05,37.7,29.9,32.9,70.7,0,1002,
kalyani,2024-05-06,36.9,21.5,31.2,76.1,45.34,1004,
kalyani,2024-05-07,33.3,22.5,28.3,77.3,39.657,1008.6,
kalyani,2024-05-08,31.3,22.9,27,79.1,7.335,1009.1,
kalyani,2024-05-09,32,23,26.8,83.5,30.341,1008.5,
kalyani,2024-05-10,32,22.6,27.3,80,0,1008.6,
kalyani,2024-05-11,33,24.7,27.9,83.3,0.033,1008.8,
kalyani,2024-05-12,33,24,28.9,75.5,0,1009.1,
kalyani,2024-05-13,34.4,26.8,30.9,71.6,0,1008.6,
kalyani,2024-05-14,35,27.8,31.3,74.5,0.467,1008.3,
kalyani,2024-05-15,36.3,28.4,32,67.8,0,1008.9,
kalyani,2024-05-16,36.9,29.5,32.7,69.6,0,1008,
kalyani,2024-05-17,38.6,29.8,33.4,69.1,0,1005.9,
kalyani,2024-05-18,38,27,32.5,69.6,0.133,1004,
kalyani,2024-05-19,37,30,32.7,71.1,0,1002.8,
kalyani,2024-05-20,35,23,29.1,84.5,39.99,1003.6,
kalyani,2024-05-21,34,26,30,80.4,0,1004.1,
kalyani,2024-05-22,34.7,26,29.9,82.5,31.345,1004.3,
kalyani,2024-05-23,36.3,27.7,31.5,74.9,0,1003,
kalyani,2024-05-24,37.7,28,32.4,72.6,0,1000.9,
kalyani,2024-05-25,37,29,32.6,73.3,0,998.5,
kalyani,2024-05-26,32.4,25.9,28.8,85,33.671,993.5,
kalyani,2024-05-27,28,25,26.4,94.4,126.01,986.2,
kalyani,2024-05-28,35,26.3,30.5,83,0,996.6,
kalyani,2024-05-29,35,29.7,32.4,81.2,0,997.6,
kalyani,2024-05-30,35,30.5,32.2,81.3,0,1000.2,
kalyani,2024-05-31,31.3,24,27.2,88,34.671,1003.2,
kalyani,2024-06-01,35,27,31.2,82.5,0,1003.7,
kalyani,2024-06-02,35.7,29.7,32,79.1,0,1003.9,
kalyani,2024-06-03,34,28.5,31.4,75,0,1003.3,
kalyani,2024-06-04,36,27,31.7,78.2,0.566,1003.3,
kalyani,2024-06-05,36.1,27,31.4,75.7,0,1003.6,
kalyani,2024-06-06,36.4,28,32,79.1,4.999,1003.3,
kalyani,2024-06-07,37.7,28,32.5,73.3,0,1002.1,
kalyani,2024-06-08,37.9,29,32.4,73.5,0,1000.8,
kalyani,2024-06-09,39,30,33.6,75.4,0,999.8,
kalyani,2024-06-10,38.3,30,33.7,74.8,0,1000.4,
kalyani,2024-06-11,36.5,30,32.6,78,0,1000.3,
kalyani,2024-06-12,36.2,28,32.3,78.6,0.033,1000.7,
kalyani,2024-06-13,36.6,28,32.1,79.5,0,999.9,
kalyani,2024-06-14,37.4,30,33,76.1,0,998.6,
kalyani,2024-06-15,37,30,32.8,78.2,0,998.8,
kalyani,2024-06-16,36.8,30,32.8,74.3,0,1000.8,
kalyani,2024-06-17,36.2,30,32.9,78.3,0,1000.9,
kalyani,2024-06-18,35.3,30,32.6,81.9,0.333,999.1,
kalyani,2024-06-19,34.2,28,31.4,82,0,998,
kalyani,2024-06-20,36,26,29.3,87.1,6.333,999.1,
kalyani,2024-06-21,32,26,29,87.3,0.667,1000.7,
kalyani,2024-06-22,33.6,28.6,30.4,83.1,12.33,1000.3,
kalyani,2024-06-23,34,28,30.6,82.7,6.003,1000.8,
kalyani,2024-06-24,35,28.7,31.7,79.2,0,1000.1,
kalyani,2024-06-25,36.7,29.1,32.4,76.6,0,999.4,
kalyani,2024-06-26,36.5,29,32,75.2,0,1000.2,
kalyani,2024-06-27,33,28,29.7,86.7,13.33,1001.4,
kalyani,2024-06-28,31,28,29.3,90.8,27.011,999.3,
kalyani,2024-06-29,32,28,29.2,92.4,17.406,998.9,
kalyani,2024-06-30,33.1,28,30.2,87.6,1.333,999.3,
kalyani,2024-07-01,32,28.7,30.3,85.1,0.366,999,
kalyani,2024-07-02,32,26.7,28.4,91.5,14.439,998.3,
kalyani,2024-07-03,31,25.9,27.7,91.3,39.662,999.7,
kalyani,2024-07-04,32,27,29,88,0,1001.4,
kalyani,2024-07-05,33.2,28.5,30.5,82.8,0,1000.5,
kalyani,2024-07-06,33,27,29.1,89.8,0.267,1000.6,
kalyani,2024-07-07,33.1,27,29.9,85.1,4.336,1002.2,
kalyani,2024-07-08,33,28,30.2,80.8,1,1002.9,
kalyani,2024-07-09,34.3,28,30.9,78,0,1003.5,
kalyani,2024-07-10,35,29,31.6,76.1,0,1003.8,
kalyani,2024-07-11,36,28.7,31.8,77.7,0,1000.8,
kalyani,2024-07-12,30,24.9,27.8,88.1,54.331,999.5,
kalyani,2024-07-13,34,27,30.4,82,0,997.6,
kalyani,2024-07-14,35,28,30.3,83.8,8.001,997.4,
kalyani,2024-07-15,31.2,26.1,29,90.4,7,999.2,
kalyani,2024-07-16,33.1,27.9,29.9,86.2,6.2,1000.2,
kalyani,2024-07-17,34,28.3,30.5,84.2,8.671,1000.3,
kalyani,2024-07-18,34.3,28,31,82.8,0.667,998.8,
kalyani,2024-07-19,33.9,28,29.9,86.1,17.668,996.7,
kalyani,2024-07-20,33,28,30.3,84,1,997.2,
kalyani,2024-07-21,32,28,29.4,89.2,9.334,997.8,
kalyani,2024-07-22,32,27,29,90.7,22.006,998,
kalyani,2024-07-23,32,27,29.2,90.3,0.2,996.5,
kalyani,2024-07-24,33,28,29.9,84.4,0,993.8,
kalyani,2024-07-25,32.2,28,29.9,88.2,12.664,992,
kalyani,2024-07-26,33,28,29.8,87.3,7.565,991.3,
kalyani,2024-07-27,33,28,29.7,88.5,9.333,995.3,
kalyani,2024-07-28,32,28,29.2,90.1,3.365,997.1,
kalyani,2024-07-29,33,28,30,86.5,8.67,997.1,
kalyani,2024-07-30,33,27,30,86.9,14.67,999.5,
kalyani,2024-07-31,34.2,27,29.9,86.5,15.665,999.5,
kalyani,2024-08-01,29,27,27.9,94.4,49.33,997.3,
kalyani,2024-08-02,31,26.8,28.2,90.8,31.662,998.2,
kalyani,2024-08-03,30,26,28,93.2,50.659,1001.9,
kalyani,2024-08-04,33,27.8,29.5,87.1,0.4,1004,
kalyani,2024-08-05,33,28,29.4,88.1,3.435,1003.2,
kalyani,2024-08-06,32.5,27,28.9,90.4,52.321,1001.4,
kalyani,2024-08-07,32.1,27.7,29.3,86.4,0.1,1001.5,
kalyani,2024-08-08,31,27.8,29.2,86.9,2.602,1003.2,
kalyani,2024-08-09,33,28,29.9,84.3,0.133,1004.1,
kalyani,2024-08-10,32,28,29.2,90.3,17.596,1003.6,
kalyani,2024-08-11,32,27.9,29.4,89.6,2.468,1002.9,
kalyani,2024-08-12,34,29,30.9,81.7,3.5,1002.9,
kalyani,2024-08-13,33,28,29.8,88.4,11.67,1003.6,
kalyani,2024-08-14,34,28,29.7,88.5,6.732,1003.2,
kalyani,2024-08-15,33,28,30.2,84.7,0.934,1002.2,
kalyani,2024-08-16,32.6,28,29.4,87.9,5.766,1001.7,
kalyani,2024-08-17,34,27.8,30.4,79.9,11.339,1002.3,
kalyani,2024-08-18,29,26,27.3,91.2,62.998,1002.1,
kalyani,2024-08-19,30,26.9,27.9,90.5,1.968,1001.8,
kalyani,2024-08-20,30.8,27,28.4,89.7,8.335,1003.4,
kalyani,2024-08-21,33,27,29.8,85.9,7.537,1004.3,
kalyani,2024-08-22,32,27,29.2,87.9,24.993,1003.5,
kalyani,2024-08-23,29,26,27.4,94.4,17.998,1004,
kalyani,2024-08-24,31,26,27.6,92.3,23.004,1004.4,
kalyani,2024-08-25,30,26.7,28,90.4,17.668,1002.4,
kalyani,2024-08-26,29,26,27.3,93.1,48.997,1001.4,
kalyani,2024-08-27,29.4,25.9,27.4,93,37.004,1004.5,
kalyani,2024-08-28,33,26.7,29.8,81.9,0,1004.1,
kalyani,2024-08-29,34.1,27.2,30.4,79.5,0.2,1003.8,
kalyani,2024-08-30,34.3,27.6,30.5,79.2,1.001,1003.8,
kalyani,2024-08-31,34.5,28,30.5,79.5,0.067,1003.9,
kalyani,2024-09-01,33,28,29.9,83.2,1.333,1004.9,
kalyani,2024-09-02,34,28,30.6,79.6,0.2,1005.5,
kalyani,2024-09-03,33.8,28,30.4,82.1,3.999,1005.6,
kalyani,2024-09-04,34,28,30.3,81.8,0.667,1003.4,
kalyani,2024-09-05,34.4,27.9,31.2,75.9,0,1001.9,
kalyani,2024-09-06,35,27,31,78.9,0.666,1002.4,
kalyani,2024-09-07,35,28,30.9,80.2,5.998,1002.4,
kalyani,2024-09-08,33.4,28,29.8,84.5,1.333,1002,
kalyani,2024-09-09,33,27,29.6,86.2,9.668,999.9,
kalyani,2024-09-10,34,27.5,30.2,84.4,5.4,1000.2,
kalyani,2024-09-11,34,28,30.7,83.9,3.836,1001.4,
kalyani,2024-09-12,32.8,29.5,30.8,84.6,0.067,1001.4,
kalyani,2024-09-13,33,26,29,87.5,32.001,998.9,
